2|sunpac-b1e95273|8:23:19 PM| |0|200|10/19/2006 12:00:00 AM
10|sunpac-b1e95273|9:37:25 PM| |5|2600|10/19/2006 12:00:00 AM
11|sunpac-b1e95273|9:43:32 PM| |1|600|10/19/2006 12:00:00 AM
13|sunpac-b1e95273|9:47:03 PM| |0|200|10/19/2006 12:00:00 AM
